clinic,encounter,day,encounters
32301,17,2009-05-31,42
32301,17,2009-06-30,49
32301,17,2009-07-31,34
32301,17,2009-08-31,54
32301,17,2009-09-30,45
32301,17,2009-10-31,49
32301,17,2009-11-30,40
32301,17,2009-12-31,64
32301,17,2010-01-31,56
32301,17,2010-02-28,61
32301,17,2010-03-31,71
32301,17,2010-04-30,58
32301,17,2010-05-31,79
32301,17,2010-06-30,83
32301,17,2010-07-31,89
32301,17,2010-08-31,104
32301,17,2010-09-30,100
32301,17,2010-10-31,108
32301,17,2010-11-30,80
32301,17,2010-12-31,100
32301,17,2011-01-31,69
32301,17,2011-02-28,84
32301,17,2011-03-31,102
32301,17,2011-04-30,78
32301,17,2011-05-31,92
32301,17,2011-06-30,92
32301,17,2011-07-31,121
32301,17,2011-08-31,110
32301,17,2011-09-30,99
32301,17,2011-10-31,105
32301,17,2011-11-30,120
32301,17,2011-12-31,30
32301,18,2006-02-28,1
32301,18,2007-03-31,2
32301,18,2007-04-30,2
32301,18,2007-06-30,3
32301,18,2007-07-31,3
32301,18,2007-08-31,1
32301,18,2007-09-30,2
32301,18,2007-11-30,1
32301,18,2007-12-31,1
32301,18,2008-02-29,2
32301,18,2008-03-31,1
32301,18,2008-04-30,2
32301,18,2008-05-31,27
32301,18,2008-06-30,37
32301,18,2008-07-31,34
32301,18,2008-08-31,48
32301,18,2008-09-30,33
32301,18,2008-10-31,36
32301,18,2008-11-30,22
32301,18,2008-12-31,1
32301,18,2009-01-31,32
32301,18,2009-02-28,39
32301,18,2009-03-31,31
32301,18,2009-04-30,42
32301,18,2009-05-31,31
32301,18,2009-06-30,28
32301,18,2009-07-31,26
32301,18,2009-08-31,27
32301,18,2009-09-30,24
32301,18,2009-10-31,27
32301,18,2009-11-30,17
32301,18,2009-12-31,21
32301,18,2010-01-31,25
32301,18,2010-02-28,30
32301,18,2010-03-31,13
32301,18,2010-04-30,6
32301,18,2010-05-31,34
32301,18,2010-06-30,14
32301,18,2010-07-31,13
32301,18,2010-08-31,29
32301,18,2010-09-30,10
32301,18,2010-10-31,9
32301,18,2010-11-30,6
32301,18,2010-12-31,5
32301,18,2011-01-31,3
32301,18,2011-02-28,4
32301,18,2011-03-31,3
32301,18,2011-04-30,27
32301,18,2011-05-31,21
32301,18,2011-06-30,41
32301,18,2011-07-31,59
32301,18,2011-08-31,60
32301,18,2011-09-30,75
32301,18,2011-10-31,82
32301,18,2011-11-30,103
32301,18,2011-12-31,25
32301,19,2006-01-31,6
32301,19,2006-02-28,7
32301,19,2006-03-31,9
32301,19,2006-04-30,5
32301,19,2006-05-31,3
32301,19,2006-06-30,8
32301,19,2006-07-31,13
32301,19,2006-08-31,7
32301,19,2006-09-30,9
32301,19,2006-10-31,18
32301,19,2006-11-30,11
32301,19,2006-12-31,5
32301,19,2007-01-31,5
32301,19,2007-02-28,9
32301,19,2007-03-31,15
32301,19,2007-04-30,14
32301,19,2007-05-31,6
32301,19,2007-06-30,9
32301,19,2007-07-31,9
32301,19,2007-08-31,12
32301,19,2007-09-30,8
32301,19,2007-10-31,14
32301,19,2007-11-30,12
32301,19,2007-12-31,17
32301,19,2008-01-31,4
32301,19,2008-02-29,14
32301,19,2008-03-31,18
32301,19,2008-04-30,13
32301,19,2008-05-31,11
32301,19,2008-06-30,14
32301,19,2008-07-31,7
32301,19,2008-08-31,12
32301,19,2008-09-30,7
32301,19,2008-10-31,4
32301,19,2008-11-30,13
32301,19,2008-12-31,18
32301,19,2009-01-31,17
32301,19,2009-02-28,11
32301,19,2009-03-31,14
32301,19,2009-04-30,16
32301,19,2009-05-31,15
32301,19,2009-06-30,19
32301,19,2009-07-31,16
32301,19,2009-08-31,23
32301,19,2009-09-30,23
32301,19,2009-10-31,15
32301,19,2009-11-30,14
32301,19,2009-12-31,24
32301,19,2010-01-31,19
32301,19,2010-02-28,20
32301,19,2010-03-31,36
32301,19,2010-04-30,21
32301,19,2010-05-31,8
32301,19,2010-06-30,6
32301,19,2010-07-31,12
32301,19,2010-08-31,14
32301,19,2010-09-30,12
32301,19,2010-10-31,1
32301,19,2010-11-30,3
32301,19,2011-01-31,5
32301,19,2011-02-28,7
32301,19,2011-03-31,3
32301,19,2011-04-30,7
32301,19,2011-05-31,7
32301,19,2011-06-30,15
32301,19,2011-07-31,16
32301,19,2011-08-31,29
32301,19,2011-09-30,32
32301,19,2011-10-31,27
32301,19,2011-11-30,21
32301,19,2011-12-31,4
32301,20,2006-05-31,2
32301,20,2007-11-30,8
32301,20,2008-03-31,1
32301,20,2008-04-30,26
32301,20,2008-05-31,24
32301,20,2008-06-30,30
32301,20,2008-07-31,21
32301,20,2008-08-31,34
32301,20,2008-09-30,25
32301,20,2008-10-31,10
32301,20,2008-11-30,19
32301,20,2008-12-31,4
32301,20,2009-01-31,23
32301,20,2009-02-28,24
32301,20,2009-03-31,6
32301,20,2009-04-30,27
32301,20,2009-05-31,23
32301,20,2009-06-30,26
32301,20,2009-07-31,9
32301,20,2009-08-31,29
32301,20,2009-09-30,4
32301,20,2009-10-31,12
32301,20,2009-11-30,1
32301,20,2009-12-31,8
32301,20,2010-01-31,4
32301,20,2010-07-31,2
32301,20,2010-09-30,5
32301,20,2010-10-31,3
32301,20,2010-11-30,8
32301,20,2010-12-31,3
32301,20,2011-01-31,3
32301,20,2011-02-28,1
32301,20,2011-06-30,2
32301,20,2011-07-31,3
32301,20,2011-08-31,9
32301,20,2011-10-31,1
32301,20,2011-11-30,3
32301,21,2006-10-31,1
32301,21,2007-04-30,1
32301,21,2009-03-31,1
32301,21,2010-04-30,2
32301,21,2010-08-31,2
32301,21,2010-10-31,2
32301,21,2010-11-30,13
32301,21,2010-12-31,20
32301,21,2011-01-31,2
32301,21,2011-02-28,2
32301,21,2011-03-31,1
32301,21,2011-04-30,1
32301,21,2011-05-31,3
32301,21,2011-06-30,2
32301,21,2011-07-31,2
32301,21,2011-08-31,3
32301,21,2011-10-31,3
32301,21,2011-11-30,1
32301,21,2011-12-31,1
32301,24,2006-03-31,2
32301,24,2006-06-30,1
32301,24,2007-05-31,1
32301,24,2007-07-31,1
32301,24,2007-08-31,1
32301,24,2008-12-31,1
32301,24,2009-10-31,1
32301,24,2009-11-30,1
32301,24,2009-12-31,1
32301,24,2010-03-31,1
32301,24,2010-04-30,1
32301,24,2010-05-31,1
32301,24,2010-06-30,5
32301,24,2010-08-31,1
32301,24,2011-01-31,1
32301,24,2011-04-30,1
32301,24,2011-05-31,2
32301,24,2011-07-31,2
32301,24,2011-08-31,2
32301,25,2006-03-31,1
32301,25,2006-04-30,1
32301,25,2006-05-31,1
32301,25,2007-08-31,1
32301,25,2007-09-30,1
32301,25,2007-10-31,2
32301,25,2010-01-31,1
32301,25,2010-02-28,1
32301,25,2010-03-31,2
32301,25,2010-04-30,1
32301,25,2010-05-31,3
32301,25,2010-07-31,2
32301,25,2011-03-31,4
32301,25,2011-04-30,10
32301,25,2011-05-31,9
32301,25,2011-06-30,6
32301,25,2011-07-31,9
32301,25,2011-08-31,12
32301,25,2011-09-30,1
32301,25,2011-11-30,181
32301,27,2011-04-30,1
32301,27,2011-05-31,2
32301,27,2011-06-30,2
32301,27,2011-07-31,2
32301,27,2011-10-31,1
32301,28,2011-05-31,1
32301,28,2011-06-30,2
32301,28,2011-07-31,4
32301,28,2011-08-31,1
32301,31,2011-05-31,1
32301,31,2011-08-31,3
32301,31,2011-11-30,1
33101,1,2007-06-30,29
33101,1,2007-07-31,19
33101,1,2007-08-31,17
33101,1,2007-09-30,9
33101,1,2007-10-31,14
33101,1,2007-11-30,17
33101,1,2007-12-31,11
33101,1,2008-01-31,2
33101,1,2008-02-29,10
33101,1,2008-03-31,22
33101,1,2008-04-30,10
33101,1,2008-05-31,8
33101,1,2008-06-30,8
33101,1,2008-07-31,9
33101,1,2008-08-31,6
33101,1,2008-09-30,13
33101,1,2008-10-31,18
33101,1,2008-11-30,8
33101,1,2008-12-31,9
33101,1,2009-01-31,14
33101,1,2009-02-28,15
33101,1,2009-03-31,10
33101,1,2009-04-30,17
33101,1,2009-05-31,19
33101,1,2009-06-30,11
33101,1,2009-07-31,17
33101,1,2009-08-31,25
33101,1,2009-09-30,17
33101,1,2009-10-31,3
33101,1,2009-11-30,11
33101,1,2009-12-31,3
33101,1,2010-01-31,9
33101,1,2010-02-28,11
33101,1,2010-03-31,15
33101,1,2010-04-30,9
33101,1,2010-05-31,15
33101,1,2010-06-30,14
33101,1,2010-07-31,8
33101,1,2010-08-31,8
33101,1,2010-09-30,17
33101,1,2010-10-31,10
33101,1,2010-11-30,7
33101,1,2010-12-31,5
33101,1,2011-01-31,5
33101,1,2011-02-28,11
33101,1,2011-03-31,15
33101,1,2011-04-30,13
33101,1,2011-05-31,13
33101,1,2011-06-30,12
33101,1,2011-07-31,14
33101,1,2011-08-31,17
33101,1,2011-09-30,20
33101,1,2011-10-31,16
33101,1,2011-11-30,6
33101,1,2011-12-31,8
33101,1,2012-01-31,10
33101,1,2012-02-29,2
33101,2,2007-03-31,1
33101,2,2007-06-30,2
33101,2,2007-07-31,9
33101,2,2007-08-31,13
33101,2,2007-09-30,23
33101,2,2007-10-31,19
33101,2,2007-11-30,28
33101,2,2007-12-31,25
33101,2,2008-01-31,26
33101,2,2008-02-29,25
33101,2,2008-03-31,61
33101,2,2008-04-30,49
33101,2,2008-05-31,41
33101,2,2008-06-30,42
33101,2,2008-07-31,43
33101,2,2008-08-31,54
33101,2,2008-09-30,44
33101,2,2008-10-31,36
33101,2,2008-11-30,53
33101,2,2008-12-31,40
33101,2,2009-01-31,52
33101,2,2009-02-28,32
33101,2,2009-03-31,43
33101,2,2009-04-30,48
33101,2,2009-05-31,76
33101,2,2009-06-30,97
33101,2,2009-07-31,86
33101,2,2009-08-31,79
33101,2,2009-09-30,87
33101,2,2009-10-31,79
33101,2,2009-11-30,76
33101,2,2009-12-31,59
33101,2,2010-01-31,75
33101,2,2010-02-28,61
33101,2,2010-03-31,96
33101,2,2010-04-30,89
33101,2,2010-05-31,60
33101,2,2010-06-30,65
33101,2,2010-07-31,23
33101,2,2010-08-31,34
33101,2,2010-09-30,27
33101,2,2010-10-31,44
33101,2,2010-11-30,51
33101,2,2010-12-31,46
33101,2,2011-01-31,80
33101,2,2011-02-28,62
33101,2,2011-03-31,94
33101,2,2011-04-30,43
33101,2,2011-05-31,62
33101,2,2011-06-30,49
33101,2,2011-07-31,62
33101,2,2011-08-31,98
33101,2,2011-09-30,113
33101,2,2011-10-31,74
33101,2,2011-11-30,87
33101,2,2011-12-31,86
33101,2,2012-01-31,119
33101,2,2012-02-29,68
33101,3,2007-06-30,1
33101,3,2008-03-31,1
33101,3,2008-08-31,1
33101,3,2009-04-30,1
33101,3,2009-05-31,1
33101,3,2009-08-31,1
33101,3,2010-02-28,1
33101,3,2010-03-31,1
33101,3,2010-04-30,7
33101,3,2010-05-31,14
33101,3,2010-06-30,13
33101,3,2010-07-31,3
33101,3,2010-08-31,7
33101,3,2010-09-30,2
33101,3,2010-10-31,8
33101,3,2010-11-30,4
33101,3,2010-12-31,1
33101,3,2011-01-31,6
33101,3,2011-02-28,9
33101,3,2011-03-31,11
33101,3,2011-04-30,10
33101,3,2011-05-31,10
33101,3,2011-06-30,9
33101,3,2011-07-31,15
33101,3,2011-08-31,5
33101,3,2011-10-31,13
33101,3,2011-11-30,1
33101,3,2011-12-31,1
33101,3,2012-01-31,7
33101,3,2012-02-29,2
33101,4,2010-04-30,1
33101,4,2011-01-31,8
33101,4,2011-02-28,16
33101,4,2011-03-31,5
33101,4,2011-05-31,3
33101,4,2011-06-30,4
33101,4,2011-07-31,10
33101,4,2011-08-31,10
33101,4,2011-10-31,4
33101,4,2011-11-30,1
33101,4,2012-01-31,1
33101,4,2012-02-29,2
33101,5,2007-06-30,21
33101,5,2007-07-31,19
33101,5,2007-08-31,15
33101,5,2007-09-30,34
33101,5,2007-10-31,31
33101,5,2007-11-30,40
33101,5,2007-12-31,32
33101,5,2008-01-31,28
33101,5,2008-02-29,33
33101,5,2008-03-31,66
33101,5,2008-04-30,58
33101,5,2008-05-31,52
33101,5,2008-06-30,45
33101,5,2008-07-31,50
33101,5,2008-08-31,59
33101,5,2008-09-30,53
33101,5,2008-10-31,36
33101,5,2008-11-30,60
33101,5,2008-12-31,50
33101,5,2009-01-31,58
33101,5,2009-02-28,40
33101,5,2009-03-31,74
33101,5,2009-04-30,60
33101,5,2009-05-31,92
33101,5,2009-06-30,103
33101,5,2009-07-31,99
33101,5,2009-08-31,99
33101,5,2009-09-30,105
33101,5,2009-10-31,84
33101,5,2009-11-30,82
33101,5,2009-12-31,60
33101,5,2010-01-31,81
33101,5,2010-02-28,71
33101,5,2010-03-31,110
33101,5,2010-04-30,95
33101,5,2010-05-31,75
33101,5,2010-06-30,76
33101,5,2010-07-31,29
33101,5,2010-08-31,35
33101,5,2010-09-30,43
33101,5,2010-10-31,54
33101,5,2010-11-30,48
33101,5,2010-12-31,48
33101,5,2011-01-31,58
33101,5,2011-02-28,46
33101,5,2011-03-31,96
33101,5,2011-04-30,58
33101,5,2011-05-31,98
33101,5,2011-06-30,82
33101,5,2011-07-31,92
33101,5,2011-08-31,157
33101,5,2011-09-30,174
33101,5,2011-10-31,148
33101,5,2011-11-30,124
33101,5,2011-12-31,112
33101,5,2012-01-31,144
33101,5,2012-02-29,113
33101,6,2007-02-28,1
33101,6,2007-07-31,1
33101,6,2007-09-30,5
33101,6,2007-10-31,4
33101,6,2007-11-30,3
33101,6,2007-12-31,4
33101,6,2008-01-31,14
33101,6,2008-02-29,16
33101,6,2008-03-31,21
33101,6,2008-04-30,12
33101,6,2008-05-31,7
33101,6,2008-06-30,8
33101,6,2008-07-31,9
33101,6,2008-08-31,8
33101,6,2008-09-30,14
33101,6,2008-10-31,22
33101,6,2008-11-30,21
33101,6,2008-12-31,21
33101,6,2009-01-31,30
33101,6,2009-02-28,22
33101,6,2009-03-31,27
33101,6,2009-04-30,28
33101,6,2009-05-31,35
33101,6,2009-06-30,25
33101,6,2009-07-31,26
33101,6,2009-08-31,25
33101,6,2009-09-30,29
33101,6,2009-10-31,16
33101,6,2009-11-30,26
33101,6,2009-12-31,11
33101,6,2010-01-31,24
33101,6,2010-02-28,37
33101,6,2010-03-31,31
33101,6,2010-04-30,31
33101,6,2010-05-31,27
33101,6,2010-06-30,31
33101,6,2010-07-31,11
33101,6,2010-08-31,9
33101,6,2010-09-30,25
33101,6,2010-10-31,22
33101,6,2010-11-30,21
33101,6,2010-12-31,12
33101,6,2011-01-31,33
33101,6,2011-02-28,31
33101,6,2011-03-31,46
33101,6,2011-04-30,24
33101,6,2011-05-31,26
33101,6,2011-06-30,29
33101,6,2011-07-31,33
33101,6,2011-08-31,72
33101,6,2011-09-30,63
33101,6,2011-10-31,38
33101,6,2011-11-30,31
33101,6,2011-12-31,19
33101,6,2012-01-31,53
33101,6,2012-02-29,13
33101,7,2007-10-31,1
33101,7,2010-03-31,24
33101,7,2010-05-31,1
33101,7,2010-07-31,2
33101,7,2010-08-31,1
33101,7,2010-09-30,1
33101,7,2010-10-31,1
33101,7,2011-01-31,2
33101,7,2011-02-28,6
33101,7,2011-03-31,11
33101,7,2011-04-30,16
33101,7,2011-05-31,38
33101,7,2011-06-30,1
33101,7,2011-07-31,9
33101,7,2011-08-31,39
33101,7,2011-09-30,106
33101,7,2011-10-31,183
33101,7,2011-11-30,174
33101,7,2011-12-31,166
33101,7,2012-01-31,166
33101,7,2012-02-29,1
33101,9,2009-04-30,1
33101,10,2006-05-31,1
33101,10,2007-02-28,1
33101,10,2007-05-31,4
33101,10,2007-06-30,33
33101,10,2007-07-31,20
33101,10,2007-08-31,14
33101,10,2007-09-30,10
33101,10,2007-10-31,11
33101,10,2007-11-30,15
33101,10,2007-12-31,12
33101,10,2008-01-31,4
33101,10,2008-02-29,16
33101,10,2008-03-31,16
33101,10,2008-04-30,9
33101,10,2008-05-31,8
33101,10,2008-06-30,9
33101,10,2008-07-31,8
33101,10,2008-08-31,6
33101,10,2008-09-30,14
33101,10,2008-10-31,19
33101,10,2008-11-30,7
33101,10,2008-12-31,8
33101,10,2009-01-31,13
33101,10,2009-02-28,15
33101,10,2009-03-31,12
33101,10,2009-04-30,16
33101,10,2009-05-31,18
33101,10,2009-06-30,11
33101,10,2009-07-31,17
33101,10,2009-08-31,25
33101,10,2009-09-30,17
33101,10,2009-10-31,3
33101,10,2009-11-30,11
33101,10,2009-12-31,3
33101,10,2010-01-31,9
33101,10,2010-02-28,11
33101,10,2010-03-31,15
33101,10,2010-04-30,9
33101,10,2010-05-31,15
33101,10,2010-06-30,14
33101,10,2010-07-31,8
33101,10,2010-08-31,8
33101,10,2010-09-30,17
33101,10,2010-10-31,10
33101,10,2010-11-30,7
33101,10,2010-12-31,5
33101,10,2011-01-31,5
33101,10,2011-02-28,11
33101,10,2011-03-31,15
33101,10,2011-04-30,12
33101,10,2011-05-31,13
33101,10,2011-06-30,12
33101,10,2011-07-31,14
33101,10,2011-08-31,17
33101,10,2011-09-30,20
33101,10,2011-10-31,16
33101,10,2011-11-30,6
33101,10,2011-12-31,8
33101,10,2012-01-31,10
33101,10,2012-02-29,3
33101,11,2011-08-31,9
33101,11,2011-09-30,15
33101,11,2011-10-31,2
33101,11,2011-11-30,6
33101,11,2012-02-29,4
33101,12,2007-07-31,2
33101,12,2007-08-31,2
33101,12,2007-09-30,4
33101,12,2007-10-31,3
33101,12,2007-11-30,2
33101,12,2007-12-31,1
33101,12,2008-01-31,7
33101,12,2008-02-29,6
33101,12,2008-03-31,5
33101,12,2008-04-30,2
33101,12,2008-06-30,6
33101,12,2008-07-31,3
33101,12,2008-08-31,4
33101,12,2008-09-30,5
33101,12,2008-10-31,13
33101,12,2008-11-30,9
33101,12,2008-12-31,8
33101,12,2009-01-31,9
33101,12,2009-02-28,18
33101,12,2009-03-31,12
33101,12,2009-04-30,10
33101,12,2009-05-31,16
33101,12,2009-06-30,6
33101,12,2009-07-31,3
33101,12,2009-08-31,18
33101,12,2009-09-30,18
33101,12,2009-10-31,3
33101,12,2009-11-30,6
33101,12,2009-12-31,6
33101,12,2010-01-31,7
33101,12,2010-02-28,5
33101,12,2010-03-31,14
33101,12,2010-04-30,13
33101,12,2010-05-31,12
33101,12,2010-06-30,10
33101,12,2010-07-31,9
33101,12,2010-08-31,1
33101,12,2010-09-30,2
33101,12,2010-10-31,9
33101,12,2010-11-30,4
33101,12,2010-12-31,2
33101,12,2011-01-31,10
33101,12,2011-02-28,9
33101,12,2011-03-31,7
33101,12,2011-04-30,6
33101,12,2011-05-31,5
33101,12,2011-06-30,1
33101,12,2011-07-31,5
33101,12,2011-08-31,1
33101,12,2011-09-30,4
33101,12,2011-10-31,5
33101,12,2011-11-30,1
33101,12,2011-12-31,50
33101,12,2012-01-31,3
33101,12,2012-02-29,1
33101,14,2012-02-29,7
33101,15,2008-01-31,1
33101,15,2008-06-30,2
33101,15,2008-08-31,1
33101,15,2008-10-31,1
33101,15,2008-11-30,1
33101,15,2009-01-31,3
33101,15,2009-04-30,2
33101,15,2009-05-31,3
33101,15,2009-06-30,5
33101,15,2009-07-31,1
33101,15,2009-08-31,1
33101,15,2009-09-30,2
33101,15,2009-10-31,4
33101,15,2009-11-30,6
33101,15,2010-01-31,2
33101,15,2010-03-31,1
33101,15,2010-05-31,1
33101,15,2010-07-31,3
33101,15,2010-09-30,2
33101,15,2010-10-31,1
33101,15,2010-11-30,3
33101,15,2011-01-31,4
33101,15,2011-02-28,2
33101,15,2011-03-31,4
33101,15,2011-04-30,4
33101,15,2011-05-31,1
33101,15,2011-06-30,2
33101,15,2011-07-31,1
33101,15,2011-08-31,3
33101,15,2011-09-30,2
33101,15,2011-10-31,6
33101,15,2011-11-30,5
33101,15,2012-01-31,3
33101,15,2012-02-29,3
33101,16,2007-07-31,1
33101,16,2008-03-31,1
33101,16,2008-06-30,2
33101,16,2008-08-31,1
33101,16,2008-09-30,1
33101,16,2008-11-30,1
33101,16,2009-01-31,5
33101,16,2009-04-30,2
33101,16,2009-05-31,4
33101,16,2009-06-30,5
33101,16,2009-07-31,1
33101,16,2009-08-31,1
33101,16,2009-09-30,2
33101,16,2009-10-31,4
33101,16,2009-11-30,6
33101,16,2010-01-31,2
33101,16,2010-03-31,1
33101,16,2010-05-31,1
33101,16,2010-07-31,3
33101,16,2010-09-30,2
33101,16,2010-10-31,1
33101,16,2010-11-30,3
33101,16,2011-01-31,4
33101,16,2011-02-28,2
33101,16,2011-03-31,4
33101,16,2011-04-30,4
33101,16,2011-05-31,1
33101,16,2011-06-30,2
33101,16,2011-07-31,1
33101,16,2011-08-31,3
33101,16,2011-09-30,2
33101,16,2011-10-31,6
33101,16,2011-11-30,5
33101,16,2012-01-31,3
33101,16,2012-02-29,3
33101,17,2008-03-31,1
33101,17,2008-07-31,2
33101,17,2008-08-31,2
33101,17,2008-11-30,1
33101,17,2009-01-31,1
33101,17,2009-03-31,1
33101,17,2009-04-30,3
33101,17,2009-05-31,7
33101,17,2009-06-30,9
33101,17,2009-07-31,12
33101,17,2009-08-31,9
33101,17,2009-09-30,7
33101,17,2009-10-31,6
33101,17,2009-11-30,13
33101,17,2009-12-31,5
33101,17,2010-01-31,4
33101,17,2010-02-28,3
33101,17,2010-03-31,7
33101,17,2010-04-30,12
33101,17,2010-05-31,11
33101,17,2010-06-30,4
33101,17,2010-07-31,1
33101,17,2010-08-31,5
33101,17,2010-09-30,3
33101,17,2010-10-31,4
33101,17,2010-11-30,2
33101,17,2010-12-31,1
33101,17,2011-01-31,6
33101,17,2011-02-28,4
33101,17,2011-03-31,6
33101,17,2011-04-30,8
33101,17,2011-05-31,4
33101,17,2011-06-30,5
33101,17,2011-07-31,3
33101,17,2011-08-31,9
33101,17,2011-09-30,7
33101,17,2011-10-31,6
33101,17,2011-11-30,7
33101,17,2011-12-31,11
33101,17,2012-01-31,17
33101,17,2012-02-29,11
33101,18,2008-03-31,1
33101,18,2008-06-30,2
33101,18,2008-07-31,2
33101,18,2008-08-31,3
33101,18,2008-09-30,3
33101,18,2008-11-30,1
33101,18,2008-12-31,2
33101,18,2009-01-31,5
33101,18,2009-03-31,1
33101,18,2009-04-30,6
33101,18,2009-05-31,9
33101,18,2009-06-30,14
33101,18,2009-07-31,12
33101,18,2009-08-31,8
33101,18,2009-09-30,8
33101,18,2009-10-31,10
33101,18,2009-11-30,16
33101,18,2009-12-31,3
33101,18,2010-01-31,6
33101,18,2010-02-28,4
33101,18,2010-03-31,8
33101,18,2010-04-30,12
33101,18,2010-05-31,10
33101,18,2010-06-30,3
33101,18,2010-07-31,5
33101,18,2010-08-31,5
33101,18,2010-09-30,5
33101,18,2010-10-31,6
33101,18,2010-11-30,3
33101,18,2010-12-31,1
33101,18,2011-01-31,7
33101,18,2011-02-28,5
33101,18,2011-03-31,6
33101,18,2011-04-30,8
33101,18,2011-05-31,4
33101,18,2011-06-30,7
33101,18,2011-07-31,4
33101,18,2011-08-31,8
33101,18,2011-09-30,9
33101,18,2011-10-31,18
33101,18,2011-11-30,10
33101,18,2011-12-31,10
33101,18,2012-01-31,13
33101,18,2012-02-29,12
33101,19,2008-03-31,1
33101,19,2008-06-30,2
33101,19,2008-08-31,1
33101,19,2008-11-30,1
33101,19,2008-12-31,1
33101,19,2009-01-31,4
33101,19,2009-03-31,1
33101,19,2009-04-30,6
33101,19,2009-05-31,6
33101,19,2009-06-30,4
33101,19,2009-07-31,4
33101,19,2009-08-31,2
33101,19,2009-09-30,3
33101,19,2009-10-31,4
33101,19,2009-11-30,9
33101,19,2009-12-31,1
33101,19,2010-01-31,3
33101,19,2010-02-28,3
33101,19,2010-03-31,3
33101,19,2010-04-30,4
33101,19,2010-05-31,10
33101,19,2010-06-30,4
33101,19,2010-07-31,3
33101,19,2010-08-31,4
33101,19,2010-09-30,4
33101,19,2010-10-31,3
33101,19,2010-11-30,3
33101,19,2011-01-31,10
33101,19,2011-02-28,2
33101,19,2011-03-31,10
33101,19,2011-04-30,8
33101,19,2011-05-31,1
33101,19,2011-06-30,5
33101,19,2011-07-31,3
33101,19,2011-08-31,9
33101,19,2011-09-30,4
33101,19,2011-10-31,8
33101,19,2011-11-30,5
33101,19,2012-01-31,9
33101,19,2012-02-29,3
33101,21,2008-11-30,1
33101,21,2009-01-31,1
33101,21,2009-02-28,2
33101,21,2009-08-31,1
33101,21,2009-09-30,1
33101,21,2009-10-31,2
33101,21,2009-11-30,1
33101,21,2010-01-31,1
33101,21,2010-04-30,1
33101,21,2010-05-31,2
33101,21,2010-06-30,2
33101,21,2010-07-31,1
33101,21,2010-09-30,1
33101,21,2010-10-31,1
33101,21,2010-11-30,1
33101,21,2011-01-31,3
33101,21,2011-02-28,2
33101,21,2011-03-31,2
33101,21,2011-04-30,3
33101,21,2011-05-31,2
33101,21,2011-06-30,1
33101,21,2011-08-31,1
33101,21,2011-10-31,1
33101,21,2011-12-31,4
33101,21,2012-01-31,2
33101,21,2012-02-29,1
33101,25,2011-10-31,1
33101,27,2011-10-31,2
34401,1,2007-02-28,1
34401,1,2008-09-30,1
34401,1,2009-02-28,1
34401,1,2009-04-30,3
34401,1,2009-05-31,1
34401,1,2009-06-30,1
34401,1,2009-08-31,2
34401,1,2009-09-30,2
34401,1,2009-10-31,2
34401,1,2009-11-30,2
34401,1,2009-12-31,1
34401,1,2010-02-28,2
34401,1,2010-04-30,3
34401,1,2010-09-30,1
34401,1,2010-10-31,1
34401,1,2011-02-28,3
34401,1,2011-03-31,2
34401,1,2011-04-30,2
34401,1,2011-05-31,1
34401,1,2011-06-30,2
34401,1,2011-09-30,1
34401,1,2012-02-29,1
34401,2,2007-03-31,1
34401,2,2008-03-31,1
34401,2,2008-07-31,1
34401,2,2008-08-31,1
34401,2,2008-09-30,1
34401,2,2008-11-30,1
34401,2,2009-01-31,1
34401,2,2009-02-28,1
34401,2,2009-03-31,3
34401,2,2009-04-30,2
34401,2,2009-05-31,7
34401,2,2009-06-30,3
34401,2,2009-07-31,1
34401,2,2009-08-31,4
34401,2,2009-09-30,4
34401,2,2009-10-31,11
34401,2,2009-11-30,5
34401,2,2009-12-31,4
34401,2,2010-01-31,2
34401,2,2010-02-28,2
34401,2,2010-04-30,6
34401,2,2010-05-31,1
34401,2,2010-06-30,1
34401,2,2010-10-31,2
34401,2,2010-11-30,2
34401,2,2010-12-31,1
34401,2,2011-01-31,1
34401,2,2011-02-28,2
34401,2,2011-03-31,1
34401,2,2011-04-30,2
34401,2,2011-05-31,2
34401,2,2011-06-30,1
34401,2,2011-09-30,2
34401,3,2009-02-28,2
34401,3,2009-04-30,3
34401,3,2009-05-31,2
34401,3,2009-08-31,2
34401,3,2009-11-30,1
34401,3,2011-04-30,2
34401,3,2011-05-31,1
34401,3,2011-06-30,2
34401,3,2011-09-30,1
34401,3,2012-02-29,1
34401,4,2009-05-31,1
34401,4,2009-08-31,1
34401,4,2011-05-31,2
34401,4,2011-06-30,2
34401,4,2011-09-30,1
34401,5,2007-03-31,1
34401,5,2008-07-31,1
34401,5,2008-08-31,1
34401,5,2008-09-30,2
34401,5,2008-11-30,1
34401,5,2009-01-31,1
34401,5,2009-02-28,2
34401,5,2009-03-31,1
34401,5,2009-04-30,5
34401,5,2009-05-31,3
34401,5,2009-06-30,1
34401,5,2009-07-31,1
34401,5,2009-08-31,5
34401,5,2009-09-30,5
34401,5,2009-10-31,9
34401,5,2009-11-30,5
34401,5,2009-12-31,3
34401,5,2010-02-28,2
34401,5,2010-04-30,6
34401,5,2010-10-31,1
34401,5,2011-02-28,1
34401,5,2011-03-31,2
34401,5,2011-04-30,2
34401,5,2011-05-31,2
34401,5,2011-06-30,2
34401,5,2011-09-30,3
34401,5,2012-02-29,2
34401,6,2007-02-28,1
