clinic,hiv,day,population
32207,1,2010-04-30,195
32207,1,2010-05-31,200
32207,1,2010-06-30,206
32207,1,2010-07-31,214
32207,1,2010-08-31,221
32207,1,2010-09-30,231
32207,1,2010-10-31,235
32207,1,2010-11-30,237
32207,1,2010-12-31,238
32207,1,2011-01-31,242
32207,1,2011-02-28,245
32207,1,2011-03-31,253
32207,1,2011-04-30,261
32207,1,2011-05-31,272
32207,1,2011-06-30,280
32207,1,2011-07-31,287
32207,1,2011-08-31,294
32207,1,2011-09-30,300
32207,1,2011-10-31,308
32207,1,2011-11-30,315
32207,1,2011-12-31,318
32207,1,2012-01-31,323
32301,,2006-01-31,0
32301,,2006-04-30,0
32301,,2006-07-31,0
32301,,2007-01-31,0
